"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","Cytochrome P450 - arranged by substrate type Homo sapiens R-HSA-211897","41/62",8.73138703682486e-09,1.15968695098192e-06,0,0,4.44580633042172,82.4979009461359,"CYP4A22;CYP3A4;CYP4F22;CYP2C19;CYP7A1;CYP3A5;CYP2C18;CYP3A7;CYP17A1;CYP27B1;RXRA;CYP2B6;CYP2A13;CYP4V2;CYP2R1;FDXR;CYP2J2;NCOA2;CYP4F2;CYP3A43;CYP4A11;CYP4F3;NR1H4;CYP7B1;CYP4F11;CYP8B1;CYP4F12;CYP39A1;CYP27A1;CYP2A7;CYP26A1;CYP2C9;POR;CYP2A6;CYP2C8;CYP2W1;CYP21A2;FDX1;CYP1A2;CYP1A1;CYP2E1"
"12","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol Homo sapiens R-HSA-193368","21/24",1.13397420085067e-08,1.38061358953569e-06,0,0,15.9082568807339,291.040800641791,"NCOA2;HSD3B7;AKR1C1;AKR1D1;NR1H4;AKR1C3;AKR1C2;HSD17B4;AKR1C4;CYP7B1;BAAT;ABCB11;CYP7A1;CYP8B1;CYP27A1;RXRA;AMACR;ACOX2;SCP2;SLC27A2;SLC27A5"
"13","Regulation of Complement cascade Homo sapiens R-HSA-977606","22/26",1.80845247072018e-08,1.94079235872303e-06,0,0,12.5004915615271,222.861379323494,"CR1;CFH;PROS1;C5AR2;CFI;C5AR1;C4BPA;C4BPB;C8B;C8A;C2;C3;C4B;VTN;C5;C8G;C6;C7;C9;CFHR3;CD46;CFB"
"14","Bile acid and bile salt metabolism Homo sapiens R-HSA-194068","27/35",1.85975996044644e-08,1.94079235872303e-06,0,0,7.67483191210233,136.613798712458,"AKR1D1;HSD17B4;ABCB11;CYP7A1;SLCO1B1;RXRA;SCP2;SLCO1B3;ABCC3;NCOA2;HSD3B7;SLC10A1;AKR1C1;NR1H4;AKR1C3;AKR1C2;AKR1C4;CYP7B1;BAAT;CYP8B1;CYP39A1;CYP27A1;AMACR;ACOX2;ALB;SLC27A2;SLC27A5"
"15","Metabolism of water-soluble vitamins and cofactors Homo sapiens R-HSA-196849","56/98",4.55221187458721e-08,4.43385436584795e-06,0,0,3.03905091448344,51.3753608538728,"ABCD4;PRSS1;ALDH1L1;SLC46A1;PANK3;MOCS3;PANK1;SLC23A1;QPRT;NADSYN1;PPCDC;FLAD1;NAPRT;FPGS;NAMPT;ENPP1;AOX1;ACP5;NUDT12;MCCC2;AMN;GSTO1;MCCC1;CTRB1;COASY;SLC5A6;SLC25A16;BTD;MTHFD1;PCCA;MTHFD2L;PCCB;MOCS1;MMADHC;SHMT2;SHMT1;PTGS2;ACACB;PPCS;SLC19A3;PNPO;SLC19A1;NADK;SLC19A2;CYB5A;MMAA;MMAB;MOCOS;MTHFR;MTHFS;CYP8B1;PC;FASN;SLC25A32;CTRC;MMACHC"
"16","Synthesis of bile acids and bile salts Homo sapiens R-HSA-192105","22/27",6.92104820348984e-08,6.14549365681076e-06,0,0,9.99967229231526,164.855732486922,"NCOA2;HSD3B7;AKR1C1;AKR1D1;NR1H4;AKR1C3;HSD17B4;AKR1C2;AKR1C4;ABCB11;CYP7B1;BAAT;CYP7A1;CYP8B1;CYP39A1;CYP27A1;RXRA;AMACR;SCP2;ACOX2;SLC27A2;SLC27A5"
"17","Chylomicron-mediated lipid transport Homo sapiens R-HSA-174800","16/17",7.15081397438624e-08,6.14549365681076e-06,0,0,36.3372073989196,597.872590454,"SAR1B;MTTP;APOA2;APOC3;APOA1;APOA4;APOA5;HSPG2;LIPC;APOC2;SDC1;P4HB;APOE;LDLRAP1;APOB;LDLR"
"18","Fatty acid, triacylglycerol, and ketone body metabolism Homo sapiens R-HSA-535734","103/217",1.28982024485871e-07,1.04690409874365e-05,0,0,2.06462706916744,32.752403083043,"ECI1;CCNC;RORA;ACAD11;HADH;ACAD10;SULT2A1;ACOT9;PRKAB2;DGAT2;DGAT1;ACSL1;MED8;ACOT12;ACSL5;ACOT13;CPT1B;GPD1;ACOT2;ACOT1;TRIB3;ACOT6;ACOT4;PEX11A;ABCB4;ACACB;ACAT1;HELZ2;AGMO;THEM4;DECR2;PPARGC1A;DECR1;ABCA1;ESRRA;CREBBP;ACSF3;ACSF2;SP1;FASN;CYP1A1;SLC25A1;ACADVL;ALAS1;MOGAT3;MOGAT2;MOGAT1;MED16;MED18;MED11;MED14;MCEE;MED13;ACADL;CPT2;CD36;ACADM;HMGCS2;ACADS;TEAD3;NCOA2;SREBF1;HMGCS1;ELOVL5;NCOA3;CYP4A11;APOA2;APOA1;ELOVL6;MED26;APOA5;MED23;HADHA;BDH1;PCCA;ACOX1;MED20;PCCB;PPARG;PLIN2;ANGPTL4;PPARA;YAP1;ECHS1;HDAC3;HSD17B3;CYP7A1;AGPAT2;ARNTL;HMGCL;RXRA;SLC25A20;GK;MMAA;NFYC;NR1H4;G0S2;GRHL1;AGT;FABP1;GPAM;LPIN2;LPIN3"
"19","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism Homo sapiens R-HSA-6788656","29/41",1.43541664184605e-07,1.1037598493353e-05,0,0,5.49577591863517,86.5949654247468,"GCDH;HDC;TAT;HAAO;DLST;HNMT;FTCD;ACMSD;HYKK;TDO2;AMDHD1;KYNU;AFMID;PCBD1;AASS;HGD;AADAT;PHYKPL;PIPOX;FAH;KMO;GSTZ1;ALDH4A1;HAL;UROC1;PAH;IDO2;HPD;IDO1"
"20","Xenobiotics Homo sapiens R-HSA-211981","17/20",7.41827826035796e-07,5.41905226919149e-05,0,0,12.8696791093648,181.644564170068,"CYP2J2;CYP3A43;CYP3A4;CYP2C19;CYP3A5;CYP2C18;CYP3A7;CYP2C9;CYP2A7;CYP2W1;CYP2A6;CYP2C8;CYP2B6;CYP2A13;CYP1A2;CYP1A1;CYP2E1"
"21","Mitochondrial Fatty Acid Beta-Oxidation Homo sapiens R-HSA-77289","15/17",1.33775959411854e-06,9.30698460479614e-05,0,0,17.0290507364975,230.309639995961,"ACADVL;ECHS1;MMAA;ECI1;HADHA;MCEE;ACADL;PCCA;PCCB;ACADM;HADH;ACAD11;ACAD10;ACADS;DECR1"
