"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279","65/106",8.11068397269687e-13,1.08314497780834e-10,0,0,4.10661542998754,114.329914806174,"RPL5;EIF4A1;RPL30;RPL3;RPL32;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;RPL27;RPL26;PABPC1;RPL29;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPS3;RPL13;RPS2;RPL18;RPL17;EIF4B;RPL19;RPL41;RPL35A;RPS25;EIF2S3;RPS29;EIF3L;RPL27A;EIF3G;RPS20;EIF3E;EIF3F;EIF3D;RPS24;EIF3A;RPS23"
"12","GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706","64/107",5.9554184704999e-12,7.29042477763696e-10,0,0,3.8541371178233,99.616801551855,"RPL5;EIF4A1;RPL30;RPL3;RPL32;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;RPL27;RPL26;RPL29;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPS3;RPL13;RPS2;RPL18;RPL17;EIF4B;RPL19;RPL41;RPL35A;RPS25;EIF2S3;RPS29;EIF3L;RPL27A;EIF3G;RPS20;EIF3E;EIF3F;EIF3D;RPS24;EIF3A;RPS23"
"13","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956","56/89",6.88272327778323e-12,7.77747730389505e-10,0,0,4.39102375102375,112.858121943505,"RPL5;RPL30;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;RPL27;RPL26;PABPC1;RPL29;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPS3;RPL13;RPS2;RPL18;RPL17;RPL19;RPL41;RPL35A;RPS25;RPS29;RPL27A;RPS20;RPS24;RPS23"
"14","Eukaryotic Translation Termination Homo sapiens R-HSA-72764","55/87",8.04749627207108e-12,8.44412287405173e-10,0,0,4.44689019996397,113.59874552797,"RPL5;RPL30;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;RPL27;RPL26;RPL29;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPS3;RPL13;RPS2;RPL18;RPL17;RPL19;RPL41;RPL35A;RPS25;RPS29;RPL27A;RPS20;RPS24;RPS23"
"15","Cap-dependent Translation Initiation Homo sapiens R-HSA-72737","66/114",2.1860252897806e-11,2.00704446917981e-09,0,0,3.56060469314079,87.3998527989266,"RPL5;EIF4A1;RPL30;RPL3;RPL32;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;RPL27;RPL26;PABPC1;RPL29;RPL10;RPL12;RPL11;RPL36A;RPS15A;EIF4EBP1;RPS3;RPL13;RPS2;RPL18;RPL17;EIF4B;RPL19;RPL41;RPL35A;RPS25;EIF2S3;RPS29;EIF3L;RPL27A;EIF3G;RPS20;EIF3E;EIF3F;EIF3D;RPS24;EIF3A;RPS23"
"16","Eukaryotic Translation Initiation Homo sapiens R-HSA-72613","66/114",2.1860252897806e-11,2.00704446917981e-09,0,0,3.56060469314079,87.3998527989266,"RPL5;EIF4A1;RPL30;RPL3;RPL32;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;RPL27;RPL26;PABPC1;RPL29;RPL10;RPL12;RPL11;RPL36A;RPS15A;EIF4EBP1;RPS3;RPL13;RPS2;RPL18;RPL17;EIF4B;RPL19;RPL41;RPL35A;RPS25;EIF2S3;RPS29;EIF3L;RPL27A;EIF3G;RPS20;EIF3E;EIF3F;EIF3D;RPS24;EIF3A;RPS23"
"17","Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273","71/128",6.00810235840263e-11,5.19170727323145e-09,0,0,3.22644415917843,75.9354185645181,"RPL5;RPL30;RPL3;NUP107;RPL32;NUP188;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;NUP214;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPS3A;DNAJC3;RPL27;NUP54;NUP98;RPL26;RPL29;NUP205;RPL10;RPL12;RPL11;RPL36A;NUP160;RPS15A;POLR2A;NUP85;TPR;RPS3;RPL13;NUP43;RPS2;RPL18;RPL17;RPL19;POLR2L;RPL41;NUP155;RPL35A;NUP153;RPS25;RPS29;RPL27A;RPS20;RPS24;RPS23;NUP37"
"18","Interferon Signaling Homo sapiens R-HSA-913531","97/196",1.40493449826289e-10,1.14658265441566e-08,0,0,2.54242369236016,57.6770685778537,"IFITM3;EIF4A1;IFITM1;IFITM2;NUP107;NUP188;IFI35;IFI30;ICAM1;HERC5;TRIM29;TRIM25;B2M;TRIM21;TRIM22;NUP214;IFNAR2;GBP5;GBP7;HLA-B;HLA-C;HLA-A;HLA-F;HLA-G;HLA-E;PIAS1;IFI27;NUP98;NUP205;UBA7;NUP160;SOCS3;SOCS1;NUP85;TPR;PLCG1;HLA-DQA1;EGR1;HLA-DRB5;VCAM1;NUP155;NUP153;BST2;ISG20;HLA-DRA;XAF1;HLA-DRB1;CIITA;OASL;TRIM6;TRIM5;JAK2;HLA-DPA1;JAK1;IFNGR1;DDX58;IFNGR2;TYK2;OAS1;IRF3;OAS2;IRF4;IRF1;OAS3;IRF2;IRF7;IRF8;IRF5;NUP54;HLA-DQB2;CD44;HLA-DQB1;SP100;RNASEL;CAMK2D;PTAFR;SAMHD1;USP18;FLNB;NUP43;GBP2;GBP1;GBP4;GBP3;PTPN1;STAT1;STAT2;MX2;PSMB8;PML;NEDD4;HLA-DPB1;PTPN6;TRIM38;PTPN2;TRIM34;NUP37"
"19","SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339","61/107",2.95482793099291e-10,2.2845485424361e-08,0,0,3.43132473438664,75.2915359169507,"RPL5;RPL30;TRAM1;RPL3;RPL32;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS4X;RPS14;SEC61A1;RPL7A;RPS17;RPS16;RPL18A;RPS18;RPL35;RPLP2;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;SSR2;RPS6;RPL13A;RPS3A;DDOST;RPL27;RPL26;RPL29;RPN2;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPS3;RPL13;RPS2;RPL18;RPL17;SEC11A;RPL19;RPL41;RPL35A;RPS25;RPS29;RPL27A;RPS20;RPS24;RPS23"
"20","Collagen formation Homo sapiens R-HSA-1474290","51/85",7.02768948121333e-10,5.16183792395119e-08,0,0,3.87758775877588,81.7240122424836,"COL18A1;COL14A1;ITGB4;COL12A1;LOXL3;LOXL4;PLOD3;LAMC2;PLOD2;LOXL1;CTSS;LOXL2;ADAMTS2;CTSL;COLGALT1;MMP7;COL27A1;COL25A1;MMP3;PCOLCE;MMP9;COL4A2;LOX;COL4A1;COL6A2;COL6A1;COL8A2;COL4A6;COL8A1;COL6A3;COL21A1;ITGA6;PPIB;PLEC;COL15A1;CD151;PCOLCE2;COL13A1;LAMA3;SERPINH1;CRTAP;LAMB3;COL1A1;COL3A1;COL1A2;BMP1;COL5A1;P4HA2;COL5A2;TLL1;P4HB"
