"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"11","Retinol metabolism","45/67",2.7292721118995e-10,7.64196191331861e-09,0,0,4.85687243178355,106.957150940652,"ADH1C;ADH1B;ADH1A;CYP4A22;HSD17B6;CYP3A4;CYP3A5;CYP2C18;CYP3A7;ADH6;ADH4;CYP2B6;RDH12;RDH11;RDH10;RDH16;AOX1;UGT2A3;UGT1A4;LRAT;DHRS4L1;UGT2A1;DHRS4L2;UGT1A9;BCO1;UGT1A6;UGT2B10;UGT2B11;UGT1A1;DGAT1;CYP4A11;UGT2B15;UGT2B17;DHRS3;DHRS4;CYP26A1;CYP2C9;CYP2A6;CYP2C8;ALDH1A1;CYP1A2;CYP1A1;UGT2B4;PNPLA4;UGT2B7"
"12","Alzheimer disease","90/171",3.02695872038892e-10,7.76919404899822e-09,0,0,2.6473710148224,58.025852357196,"GSK3B;NDUFA13;COX7B;NDUFA11;CALML6;COX4I1;NDUFA10;CALML3;CALML4;COX6A1;TNF;COX6A2;COX7C;CASP9;CASP3;UQCRFS1;NOS1;COX8A;PSENEN;MME;NDUFC2;SDHC;NDUFC1;SDHD;SDHA;SDHB;COX6B1;ERN1;COX7A2L;NDUFS8;NDUFS7;NDUFS6;IL1B;UQCRC1;NDUFS3;NDUFS2;NDUFS1;NDUFB9;NDUFB8;NDUFB7;NDUFB10;NDUFB6;NDUFB11;ATP8;NDUFB5;ATP6;NDUFB3;NDUFB2;ATP5MC3;ITPR2;NDUFB1;CACNA1D;COX7A2;UQCR11;UQCR10;COX5B;COX5A;HSD17B10;ATP5MC1;APH1A;COX3;COX2;COX1;NDUFV3;APOE;CYC1;NDUFV2;BID;NDUFV1;NDUFA9;ATP5PF;NDUFA7;NDUFA6;ATP5PD;NDUFA5;BAD;NDUFA3;NDUFA2;NDUFA1;COX6C;ATP5F1C;GRIN2B;ATP5F1D;UQCRHL;CDK5;UQCRQ;NDUFAB1;CYCS;CYTB;CDK5R1"
"13","Steroid hormone biosynthesis","41/60",7.55001378116612e-10,1.78877249584551e-08,0,0,5.12148625666687,107.573241674968,"DHRS11;AKR1D1;HSD17B3;HSD17B6;COMT;HSD17B7;CYP3A4;CYP7A1;HSD17B8;CYP3A5;CYP3A7;CYP17A1;HSD11B1;HSD11B2;SULT1E1;CYP11A1;HSD17B2;UGT2A3;UGT1A4;UGT2A1;UGT1A9;UGT1A6;UGT2B10;UGT2B11;UGT1A1;SRD5A2;HSD3B2;SRD5A1;AKR1C1;UGT2B15;AKR1C3;UGT2B17;AKR1C4;LRTOMT;CYP21A2;CYP11B1;CYP1A2;CYP1A1;UGT2B4;CYP2E1;UGT2B7"
"14","Chemical carcinogenesis","51/82",1.1437967418653e-09,2.51635283210366e-08,0,0,3.90785050100858,80.4583925479706,"UGT2A3;UGT2A1;SULT2A1;UGT2B10;GSTK1;CBR1;UGT2B11;UGT1A1;GSTO2;GSTO1;CYP3A43;UGT2B15;UGT2B17;CYP2A6;UGT2B4;CYP2E1;UGT2B7;ADH1C;ADH1B;ADH1A;MGST1;MGST2;CYP3A4;CYP2C19;CYP3A5;CYP2C18;CYP3A7;ADH6;HSD11B1;SULT1A1;ADH4;CYP2A13;UGT1A4;UGT1A9;GSTT2B;SULT1A4;SULT1A3;SULT1A2;UGT1A6;GSTM4;GSTM1;EPHX1;CYP2C9;CYP2C8;NAT1;NAT2;GSTA2;CYP1A2;GSTA1;CYP1A1;KYAT1"
"15","Tryptophan metabolism","30/42",2.96606478507703e-08,6.09031969202483e-07,0,0,5.92536305302263,102.706952557535,"GCDH;DDC;ECHS1;MAOB;HAAO;ACAT2;DHTKD1;ACMSD;ACAT1;TDO2;ALDH1B1;ALDH2;KYNU;AFMID;AOX1;HADH;AOC1;AADAT;KMO;ALDH3A2;EHHADH;CAT;CYP1A2;CYP1A1;KYAT1;ALDH8A1;IDO2;ALDH7A1;DLD;ALDH9A1"
"16","Metabolism of xenobiotics by cytochrome P450","44/74",1.05818958407871e-07,2.03701494935151e-06,0,0,3.47998194538479,55.8938557913039,"ADH1C;ADH1B;ADH1A;MGST1;MGST2;CYP3A4;CYP3A5;ADH6;HSD11B1;ADH4;AKR7A2;AKR7A3;CYP2B6;CYP2D7;CYP2A13;UGT2A3;UGT1A4;UGT2A1;UGT1A9;GSTT2B;SULT2A1;UGT1A6;UGT2B10;GSTM4;GSTK1;CBR1;UGT2B11;GSTM1;UGT1A1;GSTO2;GSTO1;AKR1C1;UGT2B15;EPHX1;UGT2B17;CYP2C9;CYP2A6;GSTA2;CYP1A2;GSTA1;CYP1A1;UGT2B4;CYP2E1;UGT2B7"
"17","Glyoxylate and dicarboxylate metabolism","23/30",1.49381201565071e-07,2.70643588717893e-06,0,0,7.78119654000916,122.295232756727,"ACSS2;GLDC;SHMT2;MDH2;SHMT1;GLYCTK;AMT;HOGA1;ACAT2;ACAT1;GCSH;GRHPR;MCEE;PCCA;AFMID;CAT;PCCB;HAO1;ACO1;MMUT;AGXT;HAO2;DLD"
"18","Porphyrin and chlorophyll metabolism","29/42",1.65926276745842e-07,2.83918295765107e-06,0,0,5.28597773997065,82.5232163660247,"ALAS2;ALAS1;FECH;COX15;CPOX;ALAD;UROD;UGT2A3;UGT1A4;UGT2A1;UGT1A9;GUSB;HMOX2;EARS2;COX10;UGT1A6;UGT2B10;UGT2B11;UGT1A1;MMAB;UROS;UGT2B15;UGT2B17;CP;HMBS;UGT2B4;BLVRB;FXN;UGT2B7"
"19","Complement and coagulation cascades","45/79",4.32682982417719e-07,7.01401887287671e-06,0,0,3.13999342753861,46.0111417226548,"CPB2;SERPINA1;CFH;C1S;C1R;SERPINC1;PROS1;CFI;C4BPA;PLG;C4BPB;C8B;TFPI;C8A;CLU;KNG1;SERPINA5;C2;C4B;C3;VTN;C5;C8G;C6;C9;MBL2;FGB;FGA;F10;SERPIND1;F12;FGG;SERPINF2;F11;F2;F5;F7;F9;PROC;SERPING1;MASP2;F13B;MASP1;KLKB1;CFB"
"20","Primary bile acid biosynthesis","15/17",8.89848321472763e-07,1.37036641506805e-05,0,0,17.7438100050531,247.210572610191,"HSD3B7;ACOT8;AKR1D1;HSD17B4;AKR1C4;CYP46A1;BAAT;CYP7A1;CYP8B1;CYP39A1;CYP27A1;AMACR;ACOX2;SCP2;SLC27A5"
"21","Propanoate metabolism","23/32",1.05838921239108e-06,1.55230417817359e-05,0,0,6.05117970053035,83.2567438395796,"BCKDHA;ACSS3;ECHS1;ACSS2;BCKDHB;ABAT;ACACA;ACAT2;ACAT1;LDHC;MCEE;ALDH6A1;PCCA;EHHADH;DBT;PCCB;SUCLG2;SUCLG1;ACADM;MLYCD;MMUT;DLD;HIBCH"
"22","Bile secretion","41/72",1.41008723057959e-06,1.97412212281143e-05,0,0,3.13629045901299,42.2516628149676,"SCARB1;ABCB1;ABCB4;AQP9;SLC22A1;SLC4A2;ADCY1;SLC5A1;HMGCR;CYP3A4;ABCB11;SLC4A4;CYP7A1;SLCO1B1;RXRA;CA2;SLCO1B3;KCNN2;LDLR;SULT2A1;ABCC3;ABCG8;ABCG5;ABCC2;SLC10A1;EPHX1;NR1H4;SCTR;SLC51A;SLCO1B7;ATP1B1;BAAT;NR0B2;SLC9A3;FXYD2;SLCO1A2;UGT2B4;SLC22A7;CFTR;SLC27A5;ABCG2"
"23","Cholesterol metabolism","31/50",2.28892136549071e-06,3.06516426335277e-05,0,0,3.86580325158446,50.2068486242599,"SCARB1;PCSK9;LCAT;LRP2;ABCB11;CYP7A1;LIPC;APOH;LIPG;APOE;LDLRAP1;APOB;LDLR;ABCA1;ABCG8;ABCG5;APOA2;APOA1;APOC3;APOA4;CYP27A1;SOAT1;STAR;SOAT2;VAPB;APOC2;ANGPTL8;APOC1;ANGPTL3;VDAC1;LPA"
"24","Ascorbate and aldarate metabolism","20/27",2.53620530349184e-06,3.25479680614787e-05,0,0,6.76283595029381,87.1380697768791,"UGT2B10;MIOX;UGT2B11;UGT1A1;UGT2B15;UGT2B17;ALDH3A2;UGDH;ALDH1B1;ALDH2;RGN;UGT2A3;UGT1A4;UGT2B4;UGT2A1;UGT1A9;ALDH7A1;UGT2B7;UGT1A6;ALDH9A1"
"25","PPAR signaling pathway","41/74",3.67040832695585e-06,4.52194305880961e-05,0,0,2.94579187236944,36.8671969508632,"CYP4A22;DBI;CYP7A1;FADS2;RXRA;CPT2;ACADL;SCP2;HMGCS2;ACADM;ACAA1;PCK1;PCK2;GK;ACSL1;CYP4A11;APOA2;ACSL6;ACSL5;APOA1;NR1H3;APOC3;ACSL3;APOA5;CPT1B;CYP8B1;CYP27A1;FABP1;ACOX2;ACOX1;SCD;EHHADH;PLIN2;ACSBG1;ACOX3;PPARA;SLC27A2;SLC27A5;PLIN5;SLC27A4;PPARD"
"26","Arginine and proline metabolism","29/49",1.7666762731333e-05,0.000209283189278868,0,0,3.43417187236198,37.5829776925893,"OAT;MAOB;ODC1;SAT2;SAT1;CNDP1;CNDP2;ALDH2;ALDH1B1;NOS1;PRODH;GAMT;AOC1;GOT1;ARG1;GOT2;PYCR1;HOGA1;PYCR3;PRODH2;AGMAT;ALDH3A2;ALDH4A1;GATM;DAO;P4HA1;ALDH18A1;ALDH7A1;ALDH9A1"
"27","Tyrosine metabolism","23/36",2.31512386750545e-05,0.000264095611552474,0,0,4.1880846426301,44.7013634266532,"DDC;FAHD1;AOC2;MAOB;ADH1C;HGD;GOT1;ADH1B;TAT;ADH1A;GOT2;DBH;MIF;COMT;FAH;ADH6;GSTZ1;ADH4;LRTOMT;TH;DCT;AOX1;HPD"
"28","Butanoate metabolism","19/28",3.47074067996222e-05,0.000381781474795844,0,0,4.99543045489447,51.2958645703556,"ECHS1;ACSM3;HMGCS1;ACSM1;ACSM2A;ACSM5;ABAT;ACSM2B;ACAT2;ACAT1;HMGCL;ALDH5A1;BDH2;BDH1;EHHADH;HMGCS2;L2HGDH;HADH;ACADS"
"29","Folate biosynthesis","18/26",3.70513484808674e-05,0.000393510873520937,0,0,5.32355915065723,54.3173696592704,"CBR1;MOCS2;GCH1;MOCOS;AKR1C3;GGH;GPHN;PTS;DHFR;QDPR;AKR1B10;SPR;TH;PAH;FPGS;ALPL;PCBD1;PCBD2"
"30","Biosynthesis of unsaturated fatty acids","18/27",8.01793851347238e-05,0.000823175020716498,0,0,4.73171553758005,44.6259643381963,"ACOT7;ELOVL2;TECR;HSD17B4;ELOVL6;HACD3;BAAT;HACD2;FADS2;SCP2;SCD;ACOX1;ACOT2;ACOT1;ACOX3;ACAA1;FADS1;ACOT4"
"31","Histidine metabolism","16/23",9.32117860098858e-05,0.000910747316720157,0,0,5.40662302656912,50.176902380002,"AOC1;MAOB;CARNMT1;HNMT;CNDP1;FTCD;CNDP2;ALDH3A2;HAL;UROC1;ALDH1B1;ALDH2;AMDHD1;ALDH7A1;ASPA;ALDH9A1"
"32","Arginine biosynthesis","15/21",9.70262364452571e-05,0.000910747316720157,0,0,5.91291898265117,54.6385001451893,"GOT1;ACY1;GLS2;ARG1;GPT2;GOT2;GPT;ASS1;GLUD1;GLUD2;CPS1;ASL;NOS1;NAGS;OTC"
"33","Steroid biosynthesis","14/19",9.75800696485883e-05,0.000910747316720157,0,0,6.62182553048164,61.1514813355607,"DHCR24;MSMO1;CEL;HSD17B7;LSS;TM7SF2;SQLE;CYP27B1;EBP;NSDHL;SOAT1;SOAT2;SC5D;DHCR7"
"34","Pentose and glucuronate interconversions","21/34",0.000108041439531051,0.0009787283345754,0,0,3.82261390607369,34.9119163863205,"UGT2B10;UGT2B11;UGT1A1;DCXR;UGT2B15;AKR1A1;SORD;UGT2B17;UGDH;UGP2;AKR1B10;UGT2A3;UGT1A4;CRYL1;UGT2B4;UGT2A1;UGT1A9;GUSB;XYLB;UGT2B7;UGT1A6"
"35","Fat digestion and absorption","24/41",0.00011867029874814,0.00104429862898363,0,0,3.34150988330555,30.2044475185192,"PNLIPRP1;ABCA1;SCARB1;ABCG8;PLA2G12A;ABCG5;PLA2G12B;DGAT2;MOGAT3;DGAT1;PLA2G1B;MOGAT2;MTTP;GOT2;APOA1;APOA4;CEL;AGPAT2;ACAT2;LIPF;FABP1;NPC1L1;APOB;SLC27A4"
"36","Glycerolipid metabolism","32/61",0.00016982967568229,0.00145298722528182,0,0,2.61304753028891,22.6831196661382,"PNLIPRP1;AGPAT5;MOGAT3;MOGAT2;MOGAT1;AGPAT2;AGPAT3;LIPF;LIPC;TKFC;ALDH2;ALDH1B1;GPAT4;LIPG;GPAT3;DGAT2;DGAT1;GK;GLYCTK;AKR1A1;CEL;ALDH3A2;PLPP5;PLPP4;AKR1B10;GPAM;PNPLA3;LPIN1;ALDH7A1;LPIN2;LPIN3;ALDH9A1"
"37","Protein processing in endoplasmic reticulum","71/165",0.000193021321526087,0.00160677208189283,0,0,1.79216517671405,15.3278688509892,"ERO1A;ERO1B;UBE2D4;PRKCSH;UBE2D3;NGLY1;HERPUD1;SEC61A2;SEC61A1;FBXO6;MAN1A1;SEC61B;SEC62;SIL1;UBXN6;SSR4;FBXO2;MOGS;YOD1;TRAF2;RAD23B;PDIA4;ERN1;DNAJC3;DNAJC1;DDIT3;DNAJB11;ERP29;PREB;SAR1B;DERL3;HSPA4L;SEL1L;DERL2;RRBP1;UBE2J2;HSPBP1;RNF5;HSP90B1;DNAJB2;DNAJB1;LMAN1;GANAB;HSPH1;LMAN2;BAG1;MAP2K7;UGGT1;UBQLN4;SEC31B;EDEM3;HSPA8;XBP1;SEC24B;SEC24A;HSPA5;EDEM1;EIF2AK1;AMFR;HSPA6;SYVN1;DNAJA1;NPLOC4;HYOU1;CALR;P4HB;SEC24D;RNF185;HSPA1B;MBTPS2;HSPA1A"
"38","Mineral absorption","27/51",0.000443413039417919,0.00359397937212418,0,0,2.66278481012658,20.5593850937285,"SLC46A1;MT1M;SLC40A1;MT1X;SLC5A1;MT2A;TRPM7;SLC39A4;HMOX2;SLC34A2;SLC6A19;SLC31A1;SLC11A2;SLC30A1;ATP1B1;ATOX1;SLC9A3;TF;MT1A;TRPV6;FXYD2;MT1F;MT1G;MT1H;MT1B;MT1E;FTL"
"39","Pyruvate metabolism","22/39",0.000467343574157796,0.00369081591898977,0,0,3.06201765697847,23.4809166431495,"FH;ACSS2;PKLR;MDH2;ACOT12;ACYP2;ACACA;ACAT2;ACAT1;LDHC;ALDH3A2;GRHPR;PC;ALDH1B1;ALDH2;LDHD;HAGH;PCK1;ALDH7A1;DLD;PCK2;ALDH9A1"
"40","Nicotinate and nicotinamide metabolism","18/30",0.000557222872714857,0.00422868110905445,0,0,3.54802831142568,26.5837627338014,"NNMT;QPRT;NADSYN1;NADK2;NT5C3B;PNP;NMNAT1;NNT;NMRK1;NAPRT;NAMPT;NT5C1B;ASPDH;ENPP1;AOX1;ENPP3;NADK;NUDT12"
"41","Pantothenate and CoA biosynthesis","13/19",0.000562908848932573,0.00422868110905445,0,0,5.12280406353483,38.3308324731793,"PANK3;PANK1;DPYS;UPB1;COASY;VNN1;VNN2;VNN3;DPYD;ENPP1;ENPP3;AASDHPPT;BCAT2"
"42","Cysteine and methionine metabolism","25/47",0.000651899523997113,0.00478059650931216,0,0,2.68915747657101,19.7266376700391,"AHCY;TAT;SDSL;LDHC;CBS;DNMT3B;MPST;SDS;GOT1;MDH2;AGXT2;GSS;BHMT2;GOT2;CBSL;MAT1A;GCLC;BHMT;TST;ADI1;CTH;KYAT1;GCLM;CDO1;BCAT2"
"43","Alanine, aspartate and glutamate metabolism","20/35",0.00067184707574342,0.00481229998439473,0,0,3.15419195324792,23.0428856287817,"GOT1;GLS2;AGXT2;GPT2;GOT2;GPT;ABAT;DDO;ASS1;ALDH4A1;GLUD1;GLUD2;ALDH5A1;FOLH1;CPS1;PPAT;ASL;AGXT;ASPA;NIT2"
"44","beta-Alanine metabolism","18/31",0.000960689670033999,0.00672482769023799,0,0,3.27486972077468,22.7533334731527,"ECHS1;AOC2;DPYS;ABAT;UPB1;CNDP1;CNDP2;ALDH3A2;ALDH6A1;ALDH1B1;ALDH2;EHHADH;DPYD;ACADM;MLYCD;ALDH7A1;HIBCH;ALDH9A1"
"45","Glutathione metabolism","28/56",0.00114725443292081,0.00785231922976912,0,0,2.36664415935179,16.0230888999357,"ODC1;MGST1;MGST2;OPLAH;ANPEP;CHAC2;CHAC1;GGT1;GSTT2B;GSTM4;GSTK1;GPX2;NAT8B;GPX1;GSTM1;GGT6;RRM2;GSTO2;GSTO1;GSS;IDH1;GSR;IDH2;GCLC;NAT8;GSTA2;GSTA1;GCLM"
"46","Riboflavin metabolism","7/8",0.00122055389575513,0.00799852340196981,0,0,16.5397813288478,110.956304496679,"FLAD1;RFK;ENPP1;BLVRB;ACP2;ENPP3;ACP1"
"47","Sulfur relay system","7/8",0.00122055389575513,0.00799852340196981,0,0,16.5397813288478,110.956304496679,"MPST;CTU2;NFS1;CTU1;MOCS2;MOCS3;TST"
"48","Protein export","14/23",0.00190616786654971,0.0122312438103606,0,0,3.67774409640358,23.0324623320373,"SRP19;HSPA5;SRP54;SRP9;SEC61A2;OXA1L;IMMP1L;SEC61A1;SPCS2;SRPRA;SRPRB;SEC61B;SEC62;SEC11C"
"49","Ferroptosis","21/40",0.00214763369587935,0.0134994118026702,0,0,2.61435455102095,16.0609960745696,"STEAP3;TFRC;ACSL1;GSS;NCOA4;SLC11A2;SLC40A1;ACSL6;ACSL5;SAT2;ACSL3;SAT1;SLC39A14;CP;TF;GCLC;MAP1LC3A;LPCAT3;SLC39A8;GCLM;FTL"
"50","Caffeine metabolism","5/5",0.00233154791226033,0.0143623351395236,0,0,70240,425740.295930904,"CYP2A6;NAT1;NAT2;CYP1A2;XDH"
