,neg1,neg2,neg3,neg4,neg5,pos1,pos2,pos3,pos4,pos5
Rbx1,178,100,233,133,82,218,91,224,92,295
Ep300,78,81,61,29,22,66,37,28,21,73
L3mbtl2,37,25,3,21,6,10,8,28,23,38
Chadl,0,0,0,0,0,0,0,0,0,0
Rangap1,228,137,252,81,94,171,93,261,84,221
Zc3h7b,93,69,105,70,31,51,22,88,22,61
Tef,47,26,129,26,0,70,18,41,19,59
Tob2,368,519,414,258,229,384,296,419,173,481
Phf5a,89,95,258,125,64,122,97,295,76,267
Aco2,12,25,28,13,11,19,18,40,16,45
Polr3h,0,1,19,3,27,10,17,31,10,25
Csdc2,0,0,0,0,0,0,0,0,0,0
Pmm1,1,11,21,3,0,16,18,15,6,13
1700029P11Rik,0,0,0,0,0,0,0,0,0,0
Desi1,65,64,54,26,31,51,33,63,58,66
Xrcc6,3,9,10,11,4,7,18,18,8,12
Nhp2l1,88,91,124,53,25,95,64,110,46,109
4930407I10Rik,0,0,0,0,0,0,0,0,0,0
Mei1,0,0,0,0,0,0,0,0,0,7
Ccdc134,7,12,25,1,6,10,7,16,1,9
Srebf2,27,28,19,49,28,22,26,31,8,60
Mir33,0,0,0,0,0,0,0,0,0,0
AI848285,0,0,0,0,0,0,0,0,0,0
Tnfrsf13c,17,16,13,7,16,17,3,1,4,7
Cenpm,2,7,9,0,0,2,0,16,0,4
1500009C09Rik,0,0,0,0,0,0,0,0,0,0
3-Sep,0,0,0,0,0,0,0,0,1,0
Wbp2nl,0,0,0,0,0,0,0,0,0,0
Naga,17,5,30,7,2,22,9,21,12,32
Fam109b,0,6,0,0,0,11,9,14,3,10
1500032L24Rik,27,49,136,74,82,111,57,113,20,126
Ndufa6,822,915,1538,676,593,1395,724,1325,543,1441
Cyp2d22,0,0,0,0,0,9,5,26,16,5
Cyp2d11,0,0,0,0,0,0,0,0,0,0
Cyp2d10,0,0,0,0,0,0,0,0,0,0
Cyp2d9,0,0,0,0,0,0,0,0,0,0
Cyp2d12,0,0,0,0,0,0,0,0,0,0
Cyp2d34,0,0,0,0,0,0,0,0,0,0
Cyp2d13,0,0,0,0,0,0,0,0,0,0
Cyp2d37-ps,0,0,0,0,0,0,0,0,0,0
Cyp2d40,0,0,0,0,0,0,0,0,0,0
Cyp2d26,0,0,0,0,0,0,0,4,0,0
Tcf20,29,28,21,19,23,29,27,38,10,34
Tbrg3,16,0,0,16,0,2,6,4,0,4
Gm20324,0,1,62,10,123,113,114,155,26,123
Nfam1,0,1,19,2,0,17,3,15,5,6
Serhl,0,0,0,0,15,0,0,0,0,1
Rrp7a,76,52,92,42,45,58,48,126,51,91
Poldip3,80,150,129,68,57,129,47,93,48,148
Rnu12,0,0,5,3,0,15,0,2,2,14
Cyb5r3,16,17,23,25,41,29,25,64,38,62
A4galt,0,0,0,0,0,0,0,0,0,0
Arfgap3,67,13,74,15,0,25,14,0,11,63
1700001L05Rik,0,0,0,0,0,0,0,0,0,0
Pacsin2,20,16,4,2,0,5,5,18,28,10
Ttll1,0,1,8,6,1,4,1,0,4,3
Bik,0,4,0,0,3,3,1,0,0,4
Mcat,39,0,0,18,28,34,23,41,10,35
Tspo,433,251,793,333,302,429,183,573,138,638
Ttll12,25,35,34,9,19,39,24,43,8,49
Scube1,0,0,0,0,0,7,0,0,0,0
Mpped1,0,0,0,0,0,0,0,0,0,0
Efcab6,0,0,0,0,0,1,0,0,0,2
Sult4a1,0,17,0,0,0,2,0,0,0,0
Pnpla5,0,0,0,0,0,0,0,0,0,0
Pnpla3,0,12,0,0,0,0,0,0,0,0
Samm50,214,99,125,115,151,72,51,240,68,148
Parvb,0,0,0,0,22,0,0,4,0,0
Parvg,177,316,589,406,351,312,218,417,170,520
1810041L15Rik,0,0,0,0,0,0,0,0,0,0
Ldoc1l,0,3,8,0,3,4,1,6,18,11
Prr5,0,0,0,0,0,1,0,2,0,0
Gm20556,0,0,0,0,0,0,0,0,0,0
Arhgap8,0,0,0,0,0,0,0,0,0,0
Phf21b,0,26,3,4,4,13,0,5,0,5
Nup50,100,163,142,119,49,189,52,129,77,147
5031439G07Rik,29,5,29,5,2,7,14,19,8,18
Mir1249,0,0,0,0,0,0,0,0,0,0
Upk3a,0,0,0,0,0,0,0,0,0,0
Fam118a,15,48,25,15,34,20,8,34,4,36
Smc1b,0,0,0,0,0,0,0,0,4,0
Ribc2,0,0,0,0,0,0,0,0,0,0
Gm19277,0,0,0,0,0,0,0,0,0,0
Fbln1,0,0,0,0,0,0,8,0,4,15
Atxn10,235,235,213,163,153,265,178,210,92,219
7530416G11Rik,0,0,0,0,0,0,0,0,0,0
Wnt7b,0,0,0,0,0,0,0,0,0,0
AU022754,0,0,0,0,0,0,0,0,0,0
Mirlet7c-2,0,0,0,0,0,0,0,0,0,0
Mirlet7b,0,0,0,0,0,0,0,0,0,0
Ppara,0,0,0,0,0,0,0,0,0,0
Cdpf1,14,37,26,20,34,22,12,29,14,17
Pkdrej,0,0,0,0,0,0,0,0,0,0
Ttc38,18,17,42,23,13,28,13,32,22,39
Gtse1,30,0,16,0,14,10,0,9,0,3
Trmu,3,3,10,11,0,8,1,11,3,9
Celsr1,16,40,58,14,13,43,17,35,12,43
Gramd4,19,147,197,21,42,559,237,402,83,504
Cerk,5,41,17,20,28,48,20,27,22,54
Tbc1d22a,52,37,77,32,27,38,26,41,35,48
Fam19a5,0,0,0,0,0,0,0,0,0,0
B230214G05Rik,0,0,0,0,0,0,0,0,0,0
Zdhhc25,0,0,0,0,0,0,0,0,0,0
Brd1,54,71,230,71,10,104,43,78,53,230
Zbed4,8,22,8,6,8,14,4,24,12,55
Alg12,4,7,50,52,20,33,10,50,3,33
Creld2,220,130,169,61,43,114,90,140,56,140
Pim3,178,173,202,104,34,112,75,232,60,252
Ttll8,0,0,0,0,0,0,0,0,0,0
Mlc1,0,0,0,0,0,0,0,0,0,0
Mov10l1,0,0,0,0,0,0,0,0,0,0
Panx2,0,0,0,0,0,0,0,0,0,0
1810021B22Rik,0,0,0,0,0,0,0,0,0,1
Trabd,51,82,117,66,91,62,38,77,31,85
1300018J18Rik,1,0,0,1,0,3,0,1,0,1
Tubgcp6,0,7,1,0,1,2,6,7,0,8
Hdac10,1,1,3,4,0,1,3,6,17,10
Mapk12,0,0,11,0,0,3,0,0,0,1
Mapk11,0,11,8,0,0,5,5,9,1,8
Plxnb2,0,0,0,0,0,0,0,0,0,2
Dennd6b,4,1,2,0,1,0,0,8,1,0
Ppp6r2,4,1,8,2,3,13,7,17,14,10
Sbf1,79,48,94,56,12,63,22,94,16,80
Adm2,0,0,0,0,0,0,0,0,0,0
Miox,0,0,0,0,0,0,0,0,0,0
Lmf2,34,22,29,22,22,22,27,19,14,22
Ncaph2,68,40,67,82,27,78,40,87,33,97
Sco2,0,0,0,0,0,0,0,0,0,0
Tymp,0,0,0,0,0,0,0,0,0,0
Odf3b,0,0,0,0,0,0,0,0,0,0
Klhdc7b,0,0,0,0,0,0,0,0,0,0
Syce3,0,0,0,0,0,0,0,0,0,0
Cpt1b,0,0,0,0,0,0,0,0,0,0
BC090627,0,0,0,0,0,0,0,0,0,0
Chkb,26,43,29,8,33,15,10,15,1,39
Mapk8ip2,0,0,0,0,0,0,0,0,0,0
Arsa,37,14,0,15,29,12,18,37,0,25
Shank3,0,0,0,0,0,0,4,1,12,0
Acr,0,0,0,0,0,0,0,0,0,0
Rabl2,0,0,0,0,0,3,2,0,0,1
Syt10,0,0,0,0,0,0,0,0,0,0
Alg10b,2,28,9,7,10,8,15,21,3,4
Cpne8,0,0,0,0,0,0,0,0,0,0
Spn-ps,0,0,0,0,0,0,0,0,0,0
Kif21a,0,0,0,0,0,0,0,0,0,0
Abcd2,0,0,0,0,0,0,0,0,1,0
Slc2a13,0,0,0,0,0,0,0,0,0,0
Lrrk2,21,11,0,1,0,0,0,3,0,0
Muc19,0,0,0,0,0,0,0,0,0,0
Smgc,0,0,0,0,0,5,0,0,0,0
Cntn1,0,12,9,1,0,0,0,0,0,0
Mir544,0,0,0,0,0,0,0,0,0,0
Pdzrn4,0,0,0,0,0,0,0,0,0,0
Gxylt1,32,118,73,40,34,58,61,58,34,83
Yaf2,73,89,164,46,0,82,44,103,40,112
Zcrb1,196,282,162,149,210,265,120,179,48,393
Pphln1,26,20,72,47,25,54,41,72,92,75
Prickle1,38,0,19,0,2,45,17,44,12,37
9430014N10Rik,0,0,0,0,0,0,0,0,0,0
D630010B17Rik,0,0,0,0,0,0,0,0,0,0
Adamts20,0,0,0,0,0,0,0,0,0,0
Pus7l,43,20,105,17,0,28,30,40,1,25
Irak4,59,5,68,20,12,32,6,32,3,40
Twf1,21,83,66,28,15,52,22,50,13,42
Tmem117,0,0,0,0,0,0,0,0,0,0
LOC100043315,0,0,0,0,0,0,0,0,0,0
Nell2,0,0,0,0,0,0,0,0,0,0
Dbx2,0,0,0,0,0,0,0,0,0,0
Ano6,380,313,300,114,49,269,159,201,69,337
D030018L15Rik,0,0,0,0,0,0,0,0,0,0
Gm4371,0,0,0,0,0,0,0,0,0,0
2610037D02Rik,0,0,0,0,0,0,0,0,0,0
E330033B04Rik,7,0,0,0,0,4,2,7,15,6
Arid2,158,102,43,45,58,75,20,110,22,162
Scaf11,260,178,127,73,42,113,62,100,59,138
Slc38a1,242,233,325,165,45,204,95,284,102,311
Slc38a2,912,1055,930,462,574,840,371,688,346,958
Slc38a4,0,0,0,0,0,0,0,0,0,0
Amigo2,0,0,3,0,0,7,2,8,5,13
Pced1b,79,62,81,85,46,176,151,251,90,252
Rpap3,13,14,1,7,10,17,6,9,3,14
Endou,0,0,0,0,0,0,0,0,0,0
Rapgef3,16,1,0,0,0,0,0,0,0,0
Slc48a1,131,37,121,73,85,55,28,81,21,70
Hdac7,230,270,200,174,97,339,259,464,141,612
Vdr,20,0,0,0,0,0,0,0,4,18
Tmem106c,0,8,50,19,19,28,7,56,10,25
Col2a1,0,0,0,0,0,0,0,0,0,0
Senp1,3,38,28,14,4,45,16,42,9,49
Pfkm,0,0,21,5,0,0,0,11,3,8
Asb8,42,9,22,22,4,23,25,13,6,31
AI836003,0,0,0,0,8,0,0,0,0,5
Olfr288,0,0,0,0,0,0,0,0,0,0
Olfr287,0,0,0,0,0,0,0,0,0,0
Olfr286,0,0,0,0,0,0,0,0,0,0
H1fnt,0,0,0,0,0,0,0,0,0,0
Zfp641,0,0,0,0,0,0,0,0,0,0
Olfr285,0,0,0,0,0,0,0,0,0,0
Olfr257,0,0,0,0,0,0,0,0,0,0
Olfr284,0,0,0,0,0,0,0,0,0,0
Olfr283,0,0,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0,0,0
Olfr282,0,0,0,0,0,0,0,0,0,0
Olfr281,0,0,0,0,0,0,0,0,0,0
Lalba,0,0,0,0,0,0,0,0,0,0
Olfr279,0,0,0,0,0,0,0,0,0,0
Kansl2,19,0,10,2,5,5,2,0,0,6
Snora34,0,0,0,0,0,0,0,0,0,0
Snora2b,0,0,0,0,0,0,0,2,0,2
Ccnt1,56,59,69,52,41,71,44,139,45,88
9330020H09Rik,11,0,6,0,0,16,6,15,9,6
4930415O20Rik,0,0,0,0,0,0,0,0,0,0
Adcy6,0,0,27,0,0,6,1,4,8,14
Cacnb3,0,0,6,0,5,0,0,0,0,0
Ddx23,0,2,0,0,0,1,0,0,0,1
Rnd1,0,0,0,0,0,0,0,1,0,1
Ccdc65,0,0,0,0,0,0,0,0,0,0
Fkbp11,0,0,0,0,0,0,0,0,0,0
Arf3,187,138,200,169,120,229,270,137,135,266
Wnt10b,0,9,11,3,0,0,0,0,0,0
Wnt1,0,0,0,0,0,0,0,0,0,0
Ddn,0,0,0,0,0,0,0,0,0,2
Prkag1,80,59,110,122,69,85,67,107,44,127
Mll2,184,38,24,57,98,105,94,111,62,160
Rhebl1,35,0,1,5,4,17,11,2,3,7
Dhh,0,0,0,0,0,0,0,0,0,0
Lmbr1l,14,10,12,20,13,22,13,29,14,18
Tuba1b,196,207,471,174,126,299,294,537,154,340
Tuba1a,286,380,504,204,183,459,221,590,215,551
4930578M01Rik,0,0,0,1,0,1,0,0,0,1
Tuba1c,99,172,167,61,87,152,84,171,30,143
Prph,29,9,0,1,0,3,0,0,0,0
Troap,0,0,0,0,0,0,0,0,0,1
C1ql4,0,0,0,0,0,0,0,0,0,0
Dnajc22,0,0,0,0,0,0,0,0,0,0
Spats2,0,33,24,1,0,0,0,0,0,0
Kcnh3,0,17,0,0,0,0,0,0,0,0
Mcrs1,5,5,4,9,2,10,4,11,2,7
1700120C14Rik,0,0,0,0,0,0,0,7,0,2
Fam186b,0,0,0,0,0,0,1,0,0,0
Prpf40b,0,9,0,0,0,1,0,2,1,7
Fmnl3,28,19,9,19,32,7,6,20,14,17
Tmbim6,1344,1590,1647,1059,994,1506,915,1601,511,1782
Nckap5l,0,39,28,8,0,57,65,88,61,172
Bcdin3d,7,3,8,2,0,8,5,6,5,1
Faim2,0,0,0,0,0,0,0,0,0,0
Aqp2,0,0,0,0,0,0,0,0,0,0
Aqp5,0,0,0,0,0,0,0,0,0,0
Aqp6,0,0,0,0,0,0,0,0,0,0
Racgap1,79,78,169,41,12,288,128,205,108,221
Asic1,0,0,0,0,0,0,0,0,0,0
Smarcd1,36,93,27,35,0,27,31,26,8,53
Gpd1,0,2,0,0,0,0,0,0,0,0
Cox14,76,95,172,82,47,129,81,143,64,149
Cers5,36,24,30,40,46,18,21,25,26,30
Lima1,0,0,0,0,0,0,0,2,0,0
1700030F18Rik,0,0,0,0,0,0,0,0,0,0
Larp4,29,18,41,15,29,27,17,20,19,36
2310068J16Rik,2,0,0,0,0,0,1,0,0,4
Dip2b,29,52,9,24,36,61,32,67,37,92
Mir3473,0,0,0,0,0,0,0,0,0,0
Atf1,36,128,126,72,61,120,79,131,81,145
Tmprss12,0,0,0,0,0,0,0,0,0,0
Mettl7a1,1,11,27,35,8,9,8,13,6,34
Mettl7a3,0,0,0,0,0,0,0,0,0,0
AB099516,0,0,0,0,0,0,0,0,0,0
Mettl7a2,0,0,0,0,0,0,0,0,0,0
Higd1c,0,0,0,0,0,0,0,0,0,0
Slc11a2,25,14,28,3,2,44,33,51,17,41
Gm5475,0,0,0,0,0,1,8,0,0,0
Letmd1,64,60,43,33,46,84,74,114,18,116
Csrnp2,11,0,24,0,0,17,5,1,4,3
Tfcp2,11,1,41,0,0,5,5,12,0,23
Pou6f1,4,43,19,31,20,30,14,13,20,35
C330013E15Rik,0,0,0,2,0,17,0,1,0,15
Dazap2,1053,1646,1423,1048,1006,1234,828,1348,617,1813
Smagp,12,0,0,0,0,3,2,0,5,1
Bin2,633,487,939,702,425,1534,669,1857,734,2367
Cela1,2,0,0,4,0,0,3,0,0,0
Galnt6,59,45,48,24,6,57,60,125,31,122
I730030J21Rik,0,34,33,6,0,52,39,67,0,41
Slc4a8,5,4,0,0,0,8,0,0,0,5
Scn8a,0,0,0,0,0,0,0,0,0,0
Fignl2,0,0,0,0,0,0,0,0,0,0
Ankrd33,0,0,0,0,0,0,0,0,0,0
Acvrl1,0,3,0,0,0,0,0,10,10,0
Acvr1b,0,0,0,17,0,2,1,1,0,0
A330009N23Rik,0,0,0,0,0,0,0,0,0,0
AU021063,0,0,0,0,0,0,0,0,0,0
Grasp,8,6,20,2,6,7,10,11,8,19
Nr4a1,402,530,1049,402,324,537,312,649,311,793
9430023L20Rik,51,28,79,48,47,45,36,94,35,77
6030408B16Rik,0,0,0,0,0,0,0,0,0,0
Krt80,0,0,0,0,0,0,0,0,0,0
Mir1941,0,0,0,0,0,0,0,0,0,0
Krt7,0,0,0,0,0,0,0,0,0,0
Krt85,0,0,0,4,0,0,0,0,0,0
Krt83,0,0,0,0,0,0,0,0,0,0
1700011A15Rik,0,0,0,0,0,0,0,0,0,0
Krt81,0,0,0,0,0,0,0,0,0,0
Krt86,0,0,0,0,0,0,0,0,0,0
5430421N21Rik,10,9,13,8,0,8,0,1,2,2
Gm6042,0,0,0,0,0,0,0,0,0,0
Krt84,0,0,0,0,0,0,0,0,0,0
Krt82,0,0,0,0,0,0,0,0,0,0
4732456N10Rik,0,0,0,0,0,0,0,0,0,0
Krt75,0,0,0,0,0,0,0,0,0,0
Gm5476,0,0,0,0,0,0,0,0,0,0
Gm5477,0,0,0,0,0,0,0,0,0,0
Gm5414,0,0,0,0,0,0,0,0,0,0
Gm5478,0,0,0,0,0,0,0,0,0,0
Krt6b,0,0,0,0,0,0,0,0,0,0
Krt6a,0,0,0,0,0,0,0,0,0,0
Krt5,0,0,0,0,0,0,0,0,0,0
Krt71,0,0,0,0,0,0,0,0,0,0
Krt74,0,0,0,0,0,0,0,0,0,0
Krt72,0,0,0,0,0,0,1,0,0,0
Krt73,0,0,0,0,0,0,0,0,0,0
Krt2,0,0,0,0,0,0,0,0,0,0
Krt1,0,0,0,0,0,0,0,0,0,0
Krt77,0,0,0,0,0,0,0,0,0,0
Krt76,0,0,0,0,0,0,0,0,0,0
Krt4,0,0,0,0,0,0,0,0,0,0
Krt79,0,0,0,0,0,0,0,0,0,0
Krt78,0,0,0,0,0,0,0,0,0,0
Krt8,0,0,0,0,0,0,1,0,0,0
Krt18,13,0,0,2,0,0,3,0,0,7
Eif4b,208,181,280,99,137,230,136,272,132,300
Tenc1,0,0,2,2,0,0,0,0,3,0
Spryd3,115,101,98,96,92,46,40,52,36,105
Igfbp6,0,0,0,0,0,0,1,0,0,1
Soat2,13,16,26,10,21,3,0,3,2,2
Csad,0,1,0,0,0,3,2,4,8,9
Zfp740,50,72,44,65,32,96,48,82,27,118
Itgb7,272,289,491,237,217,237,184,548,187,548
Rarg,40,44,45,25,9,39,35,16,21,52
Mfsd5,13,24,40,16,14,23,5,17,15,13
Espl1,0,0,0,0,0,1,0,5,0,3
Pfdn5,203,199,314,222,173,345,194,415,171,387
Myg1,26,34,33,16,9,15,14,31,11,19
Aaas,131,86,60,73,20,69,53,90,22,92
Sp7,0,0,0,0,0,0,0,0,0,0
Sp1,460,478,370,335,93,533,366,380,117,775
Amhr2,0,0,0,0,0,0,0,0,0,0
Prr13,668,684,759,418,447,579,276,462,415,628
Pcbp2,6,22,23,26,34,43,24,48,31,80
Map3k12,0,0,0,0,0,0,0,0,0,1
Tarbp2,0,0,0,0,0,0,0,0,1,0
Npff,0,0,0,0,0,2,0,0,0,0
Atf7,0,0,0,0,0,0,0,0,0,0
Atp5g2,0,0,0,0,1,0,0,0,0,1
Mir688,0,0,0,0,0,0,0,0,0,0
Calcoco1,43,18,62,118,8,96,50,91,66,112
Hoxc13,0,0,0,0,0,0,0,0,0,0
Hoxc12,0,0,0,0,0,0,0,0,0,0
Hotair,0,0,0,0,0,0,0,0,0,0
Hoxc11,0,0,0,0,0,0,0,0,0,0
Hoxc10,0,0,0,0,0,0,0,0,0,0
Mir196a-2,0,0,0,0,0,0,0,0,0,0
Hoxc9,0,0,0,0,0,0,0,0,0,2
Hoxc8,0,0,0,0,0,0,0,0,0,0
Hoxc6,0,0,0,0,0,0,0,0,0,0
Hoxc5,0,0,0,0,0,0,0,0,0,0
Mir615,0,0,0,0,0,0,0,0,0,0
Hoxc4,0,0,0,0,0,0,0,0,0,0
D930007P13Rik,0,0,0,0,2,0,0,0,0,0
Smug1,17,15,0,7,0,6,0,1,16,11
Cbx5,38,30,48,29,26,18,13,29,9,27
Mir421,0,0,0,0,0,0,0,0,0,0
Gm10052,0,0,0,0,0,0,0,0,0,0
Hnrnpa1,0,0,0,0,0,1,0,0,0,0
Gm5643,0,0,0,0,1,0,0,2,0,0
Nfe2,0,0,0,0,0,0,0,0,0,1
Copz1,220,240,297,146,152,192,85,204,134,396
Mir148b,0,0,0,0,0,0,0,0,0,0
Gpr84,0,0,0,0,0,0,0,0,0,0
Zfp385a,0,0,0,4,0,0,0,0,2,2
Itga5,0,0,0,0,0,0,0,1,1,0
Gtsf1,0,0,0,0,0,0,0,0,0,0
BC048502,0,0,0,0,0,0,0,0,0,0
Nckap1l,236,164,339,215,147,243,232,439,158,399
Pde1b,15,13,46,0,0,4,22,5,5,10
Ppp1r1a,0,0,0,0,0,0,0,0,0,0
Glycam1,0,0,0,0,0,0,0,0,0,0
Mucl1,0,0,0,0,0,0,0,0,0,0
Spt1,0,0,0,0,0,0,0,0,0,0
Olfr161,0,0,0,0,0,0,0,0,0,0
Mefv,0,0,0,0,0,0,0,0,0,0
Zfp263,120,64,98,27,38,64,37,129,92,91
Olfr15,0,0,0,0,0,0,0,0,0,0
Zfp174,2,0,0,0,0,0,0,0,0,0
Zfp597,25,0,1,5,243,27,1,28,15,28
Naa60,347,419,483,357,56,514,245,444,317,582
1700037C18Rik,0,0,0,2,0,3,3,6,0,4
Cluap1,16,3,21,5,10,15,12,29,12,29
Nlrc3,1,13,0,0,0,0,0,2,0,2
Slx4,127,28,56,28,25,22,19,40,20,39
Dnase1,0,1,1,0,0,0,0,0,0,1
Trap1,55,12,73,20,22,33,14,31,13,38
Crebbp,83,111,17,10,3,34,25,44,7,34
4930455F16Rik,0,0,0,0,0,0,0,0,0,0
Gm5766,0,0,3,0,0,3,2,3,0,2
Adcy9,0,8,0,0,0,0,1,5,0,0
Srl,0,0,0,0,0,0,0,0,0,2
Tfap4,9,42,67,94,15,48,19,16,27,109
Glis2,0,0,13,1,0,0,0,0,0,2
Pam16,0,2,1,0,0,0,0,0,0,0
Coro7,20,27,23,13,0,33,24,46,12,50
Vasn,0,22,0,0,0,9,9,0,8,0
Dnaja3,156,72,80,71,80,115,61,116,66,71
Nmral1,0,0,13,4,0,1,3,19,0,3
Hmox2,0,2,0,2,1,1,0,1,1,2
Cdip1,79,21,47,9,7,57,45,59,42,91
4930562C15Rik,0,0,0,0,0,0,0,0,0,0
Ubald1,564,330,465,395,480,517,423,763,247,721
Mgrn1,68,10,29,46,12,60,45,59,17,113
Gm16861,0,0,0,1,0,0,0,0,0,0
Nudt16l1,70,86,62,81,119,121,103,176,40,136
Anks3,11,7,28,19,16,24,10,16,1,26
4930451G09Rik,0,0,0,0,0,0,0,0,0,0
12-Sep,0,0,0,0,0,0,0,0,0,0
Gm5480,0,0,0,0,0,0,0,0,0,0
Rogdi,9,4,2,4,9,5,3,8,0,5
Glyr1,74,80,77,72,46,71,59,99,35,167
Ubn1,99,92,137,85,56,164,55,207,38,167
Ppl,0,0,0,0,0,0,0,0,0,0
Sec14l5,0,0,0,0,0,0,0,0,0,0
Nagpa,67,143,83,16,18,44,24,51,30,55
AU021092,0,0,0,0,0,0,0,0,0,0
Alg1,0,3,0,0,0,0,0,10,0,1
Fam86,30,19,58,38,29,30,19,74,14,32
Rbfox1,0,0,0,0,0,0,0,0,0,0
1700123O21Rik,0,0,0,0,0,0,0,0,0,0
Cldn26,0,0,0,0,0,0,0,0,0,0
Mettl22,0,0,9,0,0,2,9,5,4,3
Abat,0,0,0,0,0,0,0,0,0,0
Tmem186,11,5,2,11,0,39,23,12,11,36
Pmm2,16,25,27,28,4,29,18,64,20,36
Carhsp1,81,109,99,43,33,100,27,65,22,56
Usp7,126,217,108,94,124,191,101,150,51,197
1810013L24Rik,152,36,148,23,26,65,40,72,14,68
Grin2a,0,0,0,0,0,0,0,0,0,0
Rpl39l,0,0,0,0,0,6,1,4,0,2
Atf7ip2,0,2,0,0,0,0,0,0,0,0
Emp2,0,0,0,0,0,0,0,0,1,0
Tekt5,0,0,0,0,0,0,0,0,0,0
Nubp1,5,50,16,18,1,102,27,117,23,98
Tvp23a,0,0,0,0,0,0,0,0,0,0
Ciita,0,14,1,0,0,12,2,17,8,8
Dexi,13,3,34,13,18,25,15,35,25,27
Clec16a,0,0,23,22,10,7,2,4,3,19
Socs1,389,472,728,383,655,532,254,451,319,428
Tnp2,0,0,0,0,0,3,0,2,0,0
Prm3,0,0,0,0,0,0,0,0,0,0
Prm2,0,0,0,0,0,0,0,0,0,0
Prm1,0,0,0,0,0,0,1,0,0,0
Rmi2,3,1,40,24,0,5,34,38,29,28
Litaf,168,577,529,283,338,89,39,121,42,135
Gm4262,0,0,16,0,0,0,0,0,0,0
Snn,0,6,4,4,0,1,0,7,4,9
Txndc11,8,23,23,11,8,19,9,25,5,15
Zc3h7a,45,78,98,31,22,57,12,75,20,80
Rsl1d1,139,192,188,94,119,173,91,210,64,199
2610020C07Rik,0,0,0,0,0,0,0,1,1,5
Gspt1,233,230,339,204,65,248,211,346,156,316
Mir1945,0,0,0,0,0,0,0,0,0,0
Tnfrsf17,0,0,0,0,0,0,0,0,0,0
Snx29,0,0,0,0,0,0,1,0,0,0
Cpped1,6,25,0,3,0,0,4,5,9,12
Gm9961,0,1,0,0,0,0,0,1,0,0
Shisa9,0,0,0,0,0,0,0,0,2,0
1700003L19Rik,0,0,0,0,0,0,0,0,0,0
Ercc4,22,43,29,14,10,19,15,55,13,83
Mkl2,55,0,38,9,33,56,23,2,10,63
Mir193b,0,0,0,0,0,0,0,0,0,0
Mir365-1,0,0,0,0,0,0,0,0,0,0
2310015D24Rik,0,0,0,0,0,0,0,0,0,0
Parn,13,8,32,15,0,25,19,29,14,30
Bfar,164,201,66,82,112,132,81,226,52,190
3110001I22Rik,1,0,0,9,32,25,7,46,19,19
Pla2g10,0,23,0,0,0,0,0,0,0,0
1810007I06Rik,0,0,0,0,0,0,0,0,0,0
Rrn3,54,33,84,53,57,67,49,60,52,100
Ntan1,106,136,157,89,70,90,57,98,58,155
Pdxdc1,9,76,60,27,6,29,16,35,10,43
Mpv17l,0,0,1,2,0,0,2,0,0,0
Ifitm7,0,0,0,0,0,0,0,0,0,4
2900011O08Rik,0,8,0,12,0,0,0,0,0,0
Marf1,26,102,102,38,11,23,12,45,15,66
Mir484,0,0,0,0,0,0,0,0,0,0
Nde1,85,125,120,55,35,94,62,71,37,115
Myh11,0,0,0,0,0,0,0,0,0,0
Fopnl,23,23,43,46,35,72,44,68,20,60
Abcc1,20,121,16,29,67,43,29,15,43,62
A630010A05Rik,0,0,0,0,0,0,0,0,0,0
Snai2,0,0,0,0,0,0,0,0,0,0
Efcab1,0,0,0,0,0,0,0,0,0,0
Ube2v2,1,0,19,3,0,22,17,6,35,24
Mcm4,89,147,126,177,94,187,109,194,88,212
Prkdc,107,61,26,18,39,58,14,55,13,53
Mzt2,56,3,76,39,0,14,6,72,7,27
Cebpd,15,26,17,0,2,5,0,15,2,10
2310008H04Rik,0,0,0,0,0,0,1,1,0,0
Pkp2,0,0,0,2,7,1,0,0,0,0
Yars2,28,33,60,62,0,42,6,37,15,48
Dnm1l,46,37,65,32,38,60,17,34,34,63
Fgd4,0,0,0,0,0,0,0,0,0,0
Olfr19,0,0,0,0,0,0,0,0,0,0
4933404G15Rik,0,0,0,0,0,0,0,0,0,0
Spag6,0,0,0,0,0,0,0,0,0,0
Rpl31-ps12,0,0,0,0,0,0,0,0,1,1
Igll1,0,0,0,0,0,0,0,0,0,0
Vpreb1,0,0,0,0,0,0,0,0,0,0
Top3b,45,7,48,26,0,27,15,8,20,52
Ppm1f,5,25,14,6,5,10,0,14,13,22
Mapk1,520,432,339,330,242,416,338,422,248,482
Ypel1,0,0,9,2,0,17,3,1,1,6
Ppil2,56,34,67,46,20,47,28,130,46,125
2610318N02Rik,6,17,21,0,0,5,4,16,0,3
Mir130b,0,0,0,0,0,0,0,0,0,0
Mir301b,0,0,0,0,0,0,0,0,0,0
Sdf2l1,38,82,131,78,33,60,26,66,53,88
Ccdc116,0,4,0,0,0,1,4,0,4,1
Ydjc,15,13,32,0,0,12,8,11,5,16
Ube2l3,184,214,204,128,66,186,156,199,75,290
Rimbp3,0,0,0,0,0,12,0,0,0,0
Hic2,0,7,30,7,0,2,3,31,5,8
Tmem191c,3,0,0,0,0,0,0,0,0,0
Pi4ka,68,64,78,42,78,93,68,80,26,112
